# GJ 804
# http://ad.usno.navy.mil/wds/int4/int4_20.html#20444+1945
# Tipo M3   Paralaje : 	97.91 [1.83] mas
#
date       | rho     | theta    | e_rho  | e_theta  |  tech   | notes
1991.234     0.230     270.       0.01     5.0
2000.8779    0.233     153.9      0.002    0.3          S       Bag2006b   theta-180
2001.7605    0.218     136.7      0.001    0.3          S       Bag2006b   theta-180
#2004.8260   0.086     139.5      0.003    1.9          S       Bag2006b   
2006.4436    0.258     76.6       0.001    0.8          S       Bag2013    theta-180 
2008.649     0.337     52.8       0.007    2.2          Cl      CAHA
2008.816     0.332     55.4       0.005    1.5          Cl      NOT
2009.347     0.334     44.0       0.007    2.3          Cl      CAHA
2013.503     0.257      7.1       0.007    1.5          Cl      CAHA
2015.493     0.210    334.7       0.007    2.0          Cl      CAHA

