# GJ 660
# http://ad.usno.navy.mil/wds/int4/int4_17.html#17119-0151
#
#
date       | rho     | theta    | e_rho  | e_theta  |  tech   | notes
1984.3784    0.660    306.4       0.010     2.0       S         Hrt2000a     theta-180
1985.33      0.54     319.9       0.010     5.0       Vis       Heintz                                               
1986.4475    0.650    336.2       0.006     0.3       S         Bla1987      theta-180
1990.65      0.31      52.4       0.014     8.0       Vis       Heintz 
2006.4488    0.891    188.9       0.006     0.4       S         Bag2013   
2008.527     0.867    199.7       0.005     0.9       Cl        Jod2013   
2009.4404    0.827    209.39      0.007     0.7       Cl        FMR2012a  
2013.4737    0.7697   246.6       0.0003    0.0       St        Tok2014a 
2013.503     0.755    250.0       0.005     0.5       Cl        japp     
2015.494     0.706    271.0       0.005     0.5       Cl        japp     
